Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
26/12/2023 12:18:48,"914","19.0","57","1008.7"
26/12/2023 12:23:48,"926","18.9","56","1008.7"
26/12/2023 12:28:48,"977","19.1","56","1008.9"
26/12/2023 12:33:48,"1036","19.1","57","1009.0"
26/12/2023 12:38:48,"1008","19.2","57","1009.0"
26/12/2023 12:43:48,"1082","19.2","57","1009.0"
26/12/2023 12:48:48,"1078","19.3","57","1008.9"
26/12/2023 12:53:48,"1104","19.3","57","1009.0"
26/12/2023 12:58:48,"1136","19.3","57","1009.0"
26/12/2023 13:03:48,"1182","19.4","57","1009.0"
26/12/2023 13:08:48,"1206","19.4","57","1009.0"
26/12/2023 13:13:48,"1245","19.5","57","1009.0"
26/12/2023 13:18:48,"1248","19.5","57","1009.0"
26/12/2023 13:23:48,"1299","19.6","57","1009.2"
26/12/2023 13:28:48,"1314","19.6","57","1009.3"
26/12/2023 13:33:48,"1319","19.6","58","1009.4"
26/12/2023 13:38:48,"1393","19.8","57","1009.5"
26/12/2023 13:43:48,"1447","19.9","57","1009.4"
26/12/2023 13:48:48,"1506","20.0","57","1009.4"
26/12/2023 13:53:48,"1529","20.0","57","1009.5"
26/12/2023 13:58:48,"1511","20.1","58","1009.6"
26/12/2023 14:03:48,"1553","20.1","57","1009.6"
26/12/2023 14:08:48,"1550","20.2","57","1009.6"
26/12/2023 14:13:48,"1569","20.2","57","1009.6"
26/12/2023 14:18:48,"1586","20.2","57","1009.8"
26/12/2023 14:23:48,"1506","20.2","57","1009.9"
26/12/2023 14:28:48,"1484","20.2","56","1009.9"
26/12/2023 14:33:48,"1516","20.2","56","1009.9"
26/12/2023 14:38:48,"1464","20.1","56","1009.8"
26/12/2023 14:43:48,"1471","20.1","57","1009.8"
26/12/2023 14:48:48,"1508","20.1","57","1010.1"
26/12/2023 14:53:48,"1468","20.1","57","1010.3"
26/12/2023 14:58:48,"1547","20.1","56","1010.2"
26/12/2023 15:03:48,"1464","20.1","56","1010.4"
26/12/2023 15:08:48,"1484","20.1","56","1010.4"
26/12/2023 15:13:48,"1489","20.1","56","1010.4"
26/12/2023 15:18:48,"1460","20.1","56","1010.6"
26/12/2023 15:23:48,"1487","20.1","56","1010.4"
26/12/2023 15:28:48,"1432","20.1","56","1010.5"
26/12/2023 15:33:48,"1525","20.2","56","1010.7"
26/12/2023 15:38:48,"1462","20.2","56","1010.7"
26/12/2023 15:43:48,"1107","20.1","52","1010.8"
26/12/2023 15:48:48,"1232","19.8","53","1010.9"
26/12/2023 15:53:48,"1313","19.8","54","1010.7"
26/12/2023 15:58:48,"1359","19.9","55","1010.7"
26/12/2023 16:03:48,"1433","19.9","55","1010.8"
26/12/2023 16:08:48,"1444","20.0","55","1011.0"
26/12/2023 16:13:48,"1522","20.1","56","1011.0"
26/12/2023 16:18:48,"1512","20.1","56","1011.0"
26/12/2023 16:23:48,"1522","20.1","56","1011.3"
26/12/2023 16:28:48,"1497","20.0","56","1011.2"
26/12/2023 16:33:48,"1509","19.9","57","1011.1"
26/12/2023 16:38:48,"1611","19.9","57","1011.1"
26/12/2023 16:43:48,"1761","20.2","56","1011.2"
26/12/2023 16:48:48,"1700","20.2","56","1011.3"
26/12/2023 16:53:48,"1663","20.2","56","1011.3"
26/12/2023 16:58:48,"1660","20.3","56","1011.3"
26/12/2023 17:03:48,"1736","20.3","56","1011.4"
26/12/2023 17:08:48,"1755","20.4","55","1011.4"
26/12/2023 17:13:48,"1804","20.4","55","1011.5"
26/12/2023 17:18:48,"1812","20.4","55","1011.6"
26/12/2023 17:23:48,"1845","20.4","55","1011.6"
26/12/2023 17:28:48,"1873","20.4","55","1011.8"
26/12/2023 17:33:48,"1940","20.4","56","1011.8"
26/12/2023 17:38:48,"1844","20.3","55","1011.9"
26/12/2023 17:43:48,"1835","20.3","55","1011.8"
26/12/2023 17:48:48,"1873","20.4","55","1012.0"
26/12/2023 17:53:48,"1937","20.4","56","1012.0"
26/12/2023 17:58:48,"1937","20.4","56","1011.8"
26/12/2023 18:03:48,"1909","20.4","55","1011.6"
26/12/2023 18:08:48,"1808","20.4","55","1011.6"
26/12/2023 18:13:48,"1750","20.4","54","1011.7"
26/12/2023 18:18:48,"1632","20.4","54","1011.5"
26/12/2023 18:23:48,"1558","20.4","54","1011.6"
26/12/2023 18:28:48,"1591","20.5","55","1011.6"
26/12/2023 18:33:48,"1682","20.7","56","1011.7"
26/12/2023 18:38:48,"1883","20.8","57","1011.8"
26/12/2023 18:43:48,"1790","20.9","56","1012.0"
26/12/2023 18:48:48,"1756","20.9","56","1012.2"
26/12/2023 18:53:48,"1641","20.8","56","1012.2"
26/12/2023 18:58:48,"1675","20.7","56","1012.2"
26/12/2023 19:03:48,"1671","20.7","56","1012.2"
26/12/2023 19:08:48,"1825","20.7","57","1012.3"
26/12/2023 19:13:48,"1793","20.6","56","1012.2"
26/12/2023 19:18:48,"1782","20.5","56","1012.2"
26/12/2023 19:23:48,"1847","20.5","56","1012.3"
26/12/2023 19:28:48,"1994","20.5","57","1012.3"
26/12/2023 19:33:48,"1995","20.7","57","1012.5"
26/12/2023 19:38:48,"2075","20.7","57","1012.4"
26/12/2023 19:43:48,"1944","20.7","56","1012.5"
26/12/2023 19:48:48,"2013","20.7","56","1012.6"
26/12/2023 19:53:48,"2008","20.7","56","1012.5"
26/12/2023 19:58:48,"1966","20.6","56","1012.6"
26/12/2023 20:03:48,"1244","21.3","52","1012.3"
26/12/2023 20:08:48,"1241","20.6","52","1012.3"
26/12/2023 20:13:48,"1233","20.1","53","1012.3"
26/12/2023 20:18:48,"1270","19.8","54","1012.4"
26/12/2023 20:23:48,"1358","19.8","54","1012.5"
26/12/2023 20:28:48,"1364","19.7","54","1012.3"
26/12/2023 20:33:48,"1458","19.7","55","1012.4"
26/12/2023 20:38:48,"1610","19.7","55","1012.3"
26/12/2023 20:43:48,"1604","19.7","55","1012.3"
26/12/2023 20:48:48,"1644","19.6","55","1012.3"
26/12/2023 20:53:48,"1666","19.6","56","1012.2"
26/12/2023 20:58:48,"1697","19.6","56","1012.2"
26/12/2023 21:03:48,"1706","19.7","56","1012.3"
26/12/2023 21:08:48,"1704","19.7","56","1012.3"
26/12/2023 21:13:48,"1705","19.8","56","1012.3"
26/12/2023 21:18:48,"1737","19.8","56","1012.2"
26/12/2023 21:23:48,"1862","19.8","56","1012.1"
26/12/2023 21:28:48,"1823","19.8","56","1012.0"
26/12/2023 21:33:48,"1837","19.9","56","1012.1"
26/12/2023 21:38:48,"1864","19.9","56","1012.1"
26/12/2023 21:43:48,"1901","19.9","56","1012.2"
26/12/2023 21:48:48,"1886","19.9","56","1012.2"
26/12/2023 21:53:48,"1909","19.9","56","1012.1"
26/12/2023 21:58:48,"1902","19.9","56","1012.2"
26/12/2023 22:03:48,"1944","19.9","56","1012.2"
26/12/2023 22:08:48,"1943","19.9","56","1012.2"
26/12/2023 22:13:48,"1906","19.9","56","1012.2"
26/12/2023 22:18:48,"1979","19.8","56","1012.1"
26/12/2023 22:23:48,"2004","19.8","56","1012.0"
26/12/2023 22:28:48,"1972","19.8","56","1012.1"
26/12/2023 22:33:48,"2020","19.8","56","1012.1"
26/12/2023 22:38:48,"2000","19.8","56","1012.1"
26/12/2023 22:43:48,"2018","19.8","56","1012.1"
26/12/2023 22:48:48,"2027","19.8","56","1012.1"
26/12/2023 22:53:48,"1990","19.8","56","1012.0"
26/12/2023 22:58:48,"2007","19.9","56","1012.3"
26/12/2023 23:03:48,"2006","19.9","56","1012.1"
26/12/2023 23:08:48,"1996","19.9","56","1012.2"
26/12/2023 23:13:48,"2061","19.9","56","1012.2"
26/12/2023 23:18:48,"2099","19.9","57","1012.0"
26/12/2023 23:23:48,"2050","20.0","56","1011.9"
26/12/2023 23:28:48,"2017","19.9","56","1012.0"
26/12/2023 23:33:48,"2057","19.9","56","1011.8"
26/12/2023 23:38:48,"2035","19.9","56","1011.7"
26/12/2023 23:43:48,"2055","19.8","57","1011.7"
26/12/2023 23:48:48,"2111","19.8","56","1011.6"
26/12/2023 23:53:48,"2067","19.8","56","1011.6"
26/12/2023 23:58:48,"2042","19.9","56","1011.4"
27/12/2023 0:03:48,"2060","20.0","56","1011.2"
27/12/2023 0:08:48,"2062","20.0","56","1011.2"
27/12/2023 0:13:48,"2089","19.9","56","1011.1"
27/12/2023 0:18:48,"2055","19.8","56","1010.9"
27/12/2023 0:23:48,"2041","19.9","56","1010.9"
27/12/2023 0:28:48,"2064","19.9","56","1010.9"
27/12/2023 0:33:48,"2109","19.9","56","1010.9"
27/12/2023 0:38:48,"2094","19.9","56","1010.8"
27/12/2023 0:43:48,"2110","19.9","56","1010.7"
27/12/2023 0:48:48,"2084","19.9","57","1010.8"
27/12/2023 0:53:48,"2099","19.9","57","1010.7"
27/12/2023 0:58:48,"2074","19.9","57","1010.6"
27/12/2023 1:03:48,"2076","19.8","57","1010.5"
27/12/2023 1:08:48,"2041","19.8","57","1010.4"
27/12/2023 1:13:48,"2058","19.8","57","1010.2"
27/12/2023 1:18:48,"2074","19.8","57","1010.0"
27/12/2023 1:23:48,"2025","19.8","57","1010.0"
27/12/2023 1:28:48,"2136","19.8","57","1009.9"
27/12/2023 1:33:48,"2046","19.8","57","1009.8"
27/12/2023 1:38:48,"2047","19.8","57","1009.6"
27/12/2023 1:43:48,"2059","19.8","57","1009.5"
27/12/2023 1:48:48,"2042","19.8","57","1009.4"
27/12/2023 1:53:48,"2057","19.8","57","1009.4"
27/12/2023 1:58:48,"2082","19.8","57","1009.1"
27/12/2023 2:03:48,"2010","19.8","57","1009.0"
27/12/2023 2:08:48,"2061","19.8","57","1008.9"
27/12/2023 2:13:48,"2038","19.8","57","1008.7"
27/12/2023 2:18:48,"2016","19.8","57","1008.7"
27/12/2023 2:23:48,"2042","19.9","57","1008.5"
27/12/2023 2:28:48,"2042","19.8","57","1008.5"
27/12/2023 2:33:48,"2005","19.8","57","1008.5"
27/12/2023 2:38:48,"2054","19.8","57","1008.3"
27/12/2023 2:43:48,"2055","19.8","57","1008.2"
27/12/2023 2:48:48,"2023","19.8","57","1008.0"
27/12/2023 2:53:48,"2071","19.8","57","1007.9"
27/12/2023 2:58:48,"2046","19.8","57","1007.7"
27/12/2023 3:03:48,"2053","19.8","57","1007.6"
27/12/2023 3:08:48,"2062","19.8","57","1007.5"
27/12/2023 3:13:48,"2015","19.8","57","1007.3"
27/12/2023 3:18:48,"1978","19.8","57","1007.1"
27/12/2023 3:23:48,"1977","19.8","57","1006.9"
27/12/2023 3:28:48,"2015","19.8","57","1006.8"
27/12/2023 3:33:48,"2005","19.9","57","1006.7"
27/12/2023 3:38:48,"2002","19.9","57","1006.6"
27/12/2023 3:43:48,"1962","20.0","57","1006.5"
27/12/2023 3:48:48,"1983","20.0","57","1006.2"
27/12/2023 3:53:48,"1954","20.0","57","1005.9"
27/12/2023 3:58:48,"1945","20.0","57","1005.7"
27/12/2023 4:03:48,"1986","20.0","57","1005.7"
27/12/2023 4:08:48,"2082","20.0","57","1005.5"
27/12/2023 4:13:48,"2048","20.2","57","1005.5"
27/12/2023 4:18:48,"2035","20.1","57","1005.2"
27/12/2023 4:23:49,"1956","20.1","57","1004.9"
27/12/2023 4:28:47,"1958","20.1","57","1004.8"
27/12/2023 4:33:47,"2105","20.1","57","1004.7"
27/12/2023 4:38:47,"2027","20.0","57","1004.6"
27/12/2023 4:43:47,"2061","20.0","57","1004.3"
27/12/2023 4:48:47,"1998","20.0","56","1004.1"
27/12/2023 4:53:47,"2036","20.0","57","1004.0"
27/12/2023 4:58:47,"2049","19.9","57","1003.8"
27/12/2023 5:03:47,"1982","19.9","57","1003.8"
27/12/2023 5:08:48,"1974","20.0","57","1003.7"
27/12/2023 5:13:33,"1953","20.0","56","1003.4"
27/12/2023 5:18:33,"2002","20.0","56","1003.4"
27/12/2023 5:23:33,"1953","20.0","57","1003.1"
27/12/2023 5:28:33,"1976","19.9","57","1003.2"
27/12/2023 5:33:33,"1912","19.9","57","1002.7"
27/12/2023 5:38:33,"1924","19.8","57","1002.6"
27/12/2023 5:43:33,"1962","19.8","57","1002.6"
27/12/2023 5:48:33,"1908","19.8","57","1002.4"
27/12/2023 5:53:33,"1882","19.7","57","1002.3"
27/12/2023 5:58:33,"1928","19.7","57","1002.1"
27/12/2023 6:03:33,"1884","19.7","57","1002.1"
27/12/2023 6:08:33,"1860","19.7","57","1001.9"
27/12/2023 6:13:33,"1851","19.6","57","1001.6"
27/12/2023 6:18:33,"1873","19.6","57","1001.4"
27/12/2023 6:23:33,"1860","19.6","57","1001.2"
27/12/2023 6:28:33,"1853","19.5","57","1001.1"
27/12/2023 6:33:33,"1838","19.5","57","1000.9"
27/12/2023 6:38:33,"1843","19.5","57","1000.7"
27/12/2023 6:43:33,"1882","19.5","57","1000.7"
27/12/2023 6:48:33,"1886","19.5","57","1000.4"
27/12/2023 6:53:33,"1872","19.5","57","1000.2"
27/12/2023 6:58:33,"1874","19.5","57","1000.0"
27/12/2023 7:03:33,"1873","19.5","57","1000.0"
27/12/2023 7:08:33,"1930","19.5","57","999.7"
27/12/2023 7:13:33,"1862","19.5","57","999.4"
27/12/2023 7:18:33,"1863","19.4","57","999.3"
27/12/2023 7:23:33,"1831","19.5","57","999.1"
27/12/2023 7:28:33,"1799","19.5","57","998.8"
27/12/2023 7:33:33,"1839","19.4","57","998.8"
27/12/2023 7:38:33,"1852","19.4","57","998.6"
27/12/2023 7:43:33,"1873","19.3","57","998.4"
27/12/2023 7:48:33,"1828","19.3","58","998.1"
27/12/2023 7:53:33,"1840","19.3","58","998.0"
27/12/2023 7:58:33,"1891","19.3","58","997.7"
27/12/2023 8:03:33,"1798","19.3","58","997.5"
27/12/2023 8:08:33,"1769","19.3","58","997.7"
27/12/2023 8:13:33,"1653","19.3","57","997.3"
27/12/2023 8:18:33,"1691","19.3","57","997.2"
27/12/2023 8:23:33,"1728","19.2","57","996.8"
27/12/2023 8:28:33,"1693","19.2","57","996.7"
27/12/2023 8:33:33,"1766","19.2","57","996.4"
27/12/2023 8:38:33,"1722","19.2","57","996.3"
27/12/2023 8:43:33,"1718","19.2","57","996.0"
27/12/2023 8:48:33,"1684","19.2","57","995.8"
27/12/2023 8:53:33,"1673","19.2","57","995.7"
27/12/2023 8:58:33,"1628","19.2","57","995.2"
27/12/2023 9:03:33,"1693","19.2","57","995.0"
27/12/2023 9:08:33,"1661","19.2","57","994.8"
27/12/2023 9:13:33,"1758","19.3","57","994.6"
27/12/2023 9:18:33,"1724","19.4","57","994.6"
27/12/2023 9:23:33,"1755","19.4","57","994.4"
27/12/2023 9:28:33,"1697","19.4","57","993.8"
27/12/2023 9:33:33,"1698","19.5","57","993.6"
27/12/2023 9:38:33,"1706","19.5","56","993.1"
27/12/2023 9:43:33,"1680","19.6","56","993.1"
27/12/2023 9:48:33,"1707","19.6","56","992.8"
27/12/2023 9:53:33,"1709","19.6","56","992.8"
27/12/2023 9:58:33,"1662","19.7","56","992.4"
27/12/2023 10:03:33,"1735","19.6","56","992.4"
27/12/2023 10:08:33,"1712","19.7","56","992.2"
27/12/2023 10:13:33,"1667","19.7","56","991.8"
27/12/2023 10:18:33,"1694","19.6","56","991.5"
27/12/2023 10:23:33,"1672","19.5","56","991.1"
27/12/2023 10:28:33,"754","20.4","57","991.4"
27/12/2023 10:33:33,"689","20.4","54","991.1"
27/12/2023 10:38:33,"674","20.2","54","991.1"
27/12/2023 10:43:33,"647","20.1","54","990.5"
27/12/2023 10:48:33,"671","20.1","54","990.4"
27/12/2023 10:53:33,"685","20.0","54","989.9"
27/12/2023 10:58:33,"748","20.0","54","989.4"
27/12/2023 11:03:33,"758","20.1","54","989.1"
27/12/2023 11:08:33,"779","20.0","54","988.6"
27/12/2023 11:13:33,"831","20.0","54","988.5"
27/12/2023 11:18:33,"833","20.0","54","987.9"
27/12/2023 11:23:33,"850","20.0","54","987.8"
27/12/2023 11:28:33,"865","20.0","54","987.0"
27/12/2023 11:33:33,"882","20.0","54","986.9"
27/12/2023 11:38:33,"908","20.0","54","986.1"
27/12/2023 11:43:33,"911","19.9","54","986.0"
27/12/2023 11:48:33,"963","19.9","54","985.8"
27/12/2023 11:53:33,"997","19.9","54","985.6"
27/12/2023 11:58:33,"1003","19.8","54","985.2"
27/12/2023 12:03:33,"976","19.8","54","984.8"
27/12/2023 12:08:33,"992","19.7","54","984.4"
27/12/2023 12:13:33,"1039","19.7","54","984.1"
27/12/2023 12:18:33,"1031","19.6","54","983.8"
27/12/2023 12:23:33,"1048","19.5","54","983.4"
27/12/2023 12:28:33,"1001","19.4","54","983.3"
27/12/2023 12:33:33,"1047","19.4","54","982.9"
27/12/2023 12:38:33,"1052","19.3","54","982.7"
27/12/2023 12:43:33,"1078","19.3","54","982.2"
27/12/2023 12:48:33,"1125","19.2","54","981.7"
27/12/2023 12:53:33,"1132","19.2","54","981.5"
27/12/2023 12:58:33,"1120","19.1","54","981.1"
27/12/2023 13:03:33,"1184","19.1","54","980.8"
27/12/2023 13:08:33,"1193","19.2","55","980.3"
27/12/2023 13:13:33,"1203","19.3","54","980.3"
27/12/2023 13:18:33,"1191","19.3","54","979.9"
27/12/2023 13:23:33,"1242","19.4","54","979.7"
27/12/2023 13:28:33,"1204","19.4","54","979.3"
27/12/2023 13:33:33,"1194","19.5","54","979.3"
27/12/2023 13:38:33,"1225","19.5","54","979.0"
27/12/2023 13:43:33,"1297","19.6","55","978.7"
27/12/2023 13:48:33,"1363","19.6","55","978.3"
27/12/2023 13:53:33,"1375","19.7","56","978.1"
27/12/2023 13:58:33,"1411","19.8","56","977.7"
27/12/2023 14:03:33,"1419","19.9","56","977.5"
27/12/2023 14:08:33,"1417","20.0","56","977.5"
27/12/2023 14:13:33,"1483","20.0","56","977.3"
27/12/2023 14:18:33,"1456","20.1","56","977.2"
27/12/2023 14:23:33,"1527","20.1","56","977.2"
27/12/2023 14:28:33,"1478","20.2","56","977.0"
27/12/2023 14:33:33,"1493","20.2","56","976.9"
27/12/2023 14:38:33,"1472","20.2","56","976.7"
27/12/2023 14:43:33,"1512","20.3","56","976.7"
27/12/2023 14:48:33,"1443","20.3","56","976.4"
27/12/2023 14:53:33,"1430","20.3","56","976.3"
27/12/2023 14:58:33,"1462","20.4","56","976.2"
27/12/2023 15:03:33,"1449","20.4","56","976.4"
27/12/2023 15:08:33,"1411","20.4","56","976.3"
27/12/2023 15:13:33,"1409","20.4","56","976.1"
27/12/2023 15:18:33,"1409","20.4","55","975.9"
27/12/2023 15:23:33,"1377","20.4","55","976.1"
27/12/2023 15:28:33,"1392","20.4","55","976.1"
27/12/2023 15:33:33,"1446","20.4","55","976.5"
27/12/2023 15:38:33,"1452","20.4","55","976.4"
27/12/2023 15:43:33,"1472","20.4","55","976.5"
27/12/2023 15:48:33,"1492","20.4","56","976.4"
27/12/2023 15:53:33,"1547","20.4","56","976.5"
27/12/2023 15:58:33,"1556","20.4","56","976.3"
27/12/2023 16:03:33,"1636","20.5","55","976.4"
27/12/2023 16:08:33,"1705","20.6","56","976.4"
27/12/2023 16:13:33,"1800","20.7","55","976.4"
27/12/2023 16:18:33,"1889","20.8","55","976.5"
27/12/2023 16:23:33,"1997","20.9","55","976.4"
27/12/2023 16:28:33,"2048","20.9","55","976.4"
27/12/2023 16:33:33,"2107","20.9","55","976.4"
27/12/2023 16:38:33,"1999","21.1","55","976.5"
27/12/2023 16:43:33,"1996","21.1","55","976.4"
27/12/2023 16:48:33,"1966","21.1","55","976.3"
27/12/2023 16:53:33,"2018","21.2","55","976.3"
27/12/2023 16:58:33,"2009","21.2","55","976.3"
27/12/2023 17:03:33,"2037","21.2","55","976.2"
27/12/2023 17:08:33,"2022","21.2","55","976.1"
27/12/2023 17:13:33,"2073","21.2","54","976.1"
27/12/2023 17:18:33,"2070","21.3","54","976.1"
27/12/2023 17:23:33,"1919","21.4","54","975.9"
27/12/2023 17:28:33,"1925","21.4","54","975.8"
27/12/2023 17:33:32,"1849","21.4","54","975.7"
27/12/2023 17:38:32,"1751","21.5","55","975.7"
27/12/2023 17:43:32,"1686","21.6","55","975.8"
27/12/2023 17:48:32,"1635","21.8","57","975.9"
27/12/2023 17:53:32,"1733","22.0","57","975.9"
27/12/2023 17:58:32,"1864","22.1","57","976.0"
27/12/2023 18:03:32,"2019","22.1","57","976.1"
27/12/2023 18:08:32,"2111","22.1","57","976.0"
27/12/2023 18:13:28,"2163","22.2","57","976.3"
27/12/2023 18:18:28,"2208","22.2","57","976.4"
27/12/2023 18:23:28,"2331","22.2","57","976.4"
27/12/2023 18:28:28,"2382","22.2","57","976.6"
27/12/2023 18:33:28,"2107","22.2","56","976.5"
27/12/2023 18:38:28,"1933","22.1","55","976.5"
27/12/2023 18:43:28,"1935","22.1","55","976.4"
27/12/2023 18:48:28,"1873","22.0","55","976.5"
27/12/2023 18:53:28,"1932","22.0","55","976.5"
27/12/2023 18:58:28,"1992","22.0","55","976.8"
27/12/2023 19:03:28,"1976","22.0","55","976.9"
27/12/2023 19:08:28,"2012","22.0","54","977.1"
27/12/2023 19:13:28,"1987","22.0","54","977.1"
27/12/2023 19:18:28,"1948","22.0","53","977.2"
27/12/2023 19:23:28,"1967","21.9","53","977.2"
27/12/2023 19:28:28,"2031","22.0","53","977.1"
27/12/2023 19:33:28,"2157","22.0","54","977.3"
27/12/2023 19:38:28,"2117","22.0","53","977.5"
27/12/2023 19:43:28,"2067","22.0","53","977.4"
27/12/2023 19:48:28,"2080","22.0","53","977.4"
27/12/2023 19:53:28,"2142","22.0","53","977.6"
27/12/2023 19:58:28,"2139","22.0","53","977.6"
27/12/2023 20:03:28,"2150","22.0","53","977.8"
27/12/2023 20:08:28,"2137","22.0","53","977.7"
27/12/2023 20:13:28,"2231","22.0","53","977.7"
27/12/2023 20:18:28,"1935","24.1","53","977.5"
27/12/2023 20:23:28,"1318","22.9","48","977.6"
27/12/2023 20:28:28,"1483","21.5","50","977.5"
27/12/2023 20:33:28,"1697","20.8","52","977.7"
27/12/2023 20:38:28,"1597","20.4","53","977.6"
27/12/2023 20:43:28,"1614","20.1","54","977.7"
27/12/2023 20:48:28,"1716","19.9","55","977.6"
27/12/2023 20:53:28,"1825","19.8","55","977.8"
27/12/2023 20:58:28,"1785","19.7","55","977.7"
27/12/2023 21:03:28,"1802","19.7","56","977.6"
27/12/2023 21:08:28,"1840","19.6","56","977.7"
27/12/2023 21:13:28,"1898","19.6","56","977.5"
27/12/2023 21:18:28,"1838","19.6","56","977.6"
27/12/2023 21:23:28,"1950","19.6","56","977.7"
27/12/2023 21:28:28,"1883","19.5","56","977.6"
27/12/2023 21:33:28,"1905","19.5","56","977.7"
27/12/2023 21:38:28,"1920","19.5","56","977.8"
27/12/2023 21:43:28,"1923","19.5","57","977.9"
27/12/2023 21:48:28,"1928","19.6","57","977.8"
27/12/2023 21:53:28,"1987","19.6","57","977.9"
27/12/2023 21:58:16,"1986","19.7","57","978.0"
27/12/2023 22:03:16,"2096","19.8","57","978.0"
27/12/2023 22:08:16,"2017","19.9","57","977.9"
27/12/2023 22:13:16,"2031","19.8","57","977.9"
27/12/2023 22:18:16,"2071","19.8","57","978.0"
27/12/2023 22:23:16,"2073","19.8","57","977.9"
27/12/2023 22:28:16,"2113","19.8","57","978.1"
27/12/2023 22:33:16,"2114","19.8","57","978.1"
27/12/2023 22:38:16,"2123","19.8","57","977.8"
27/12/2023 22:43:16,"2149","19.8","57","977.8"
27/12/2023 22:48:16,"2181","19.8","57","977.7"
27/12/2023 22:53:16,"2204","19.8","57","977.8"
27/12/2023 22:58:16,"2157","19.8","57","977.7"
27/12/2023 23:03:16,"2189","19.8","57","977.6"
27/12/2023 23:08:16,"2257","19.8","57","977.7"
27/12/2023 23:13:16,"2225","19.8","57","977.7"
27/12/2023 23:18:16,"2248","19.8","57","977.8"
27/12/2023 23:23:16,"2289","19.8","57","977.7"
27/12/2023 23:28:16,"2240","19.8","57","977.7"
27/12/2023 23:33:16,"2229","19.9","57","977.6"
27/12/2023 23:38:16,"2245","19.9","57","977.8"
27/12/2023 23:43:16,"2209","20.0","57","977.9"
27/12/2023 23:48:16,"2298","20.0","57","977.8"
27/12/2023 23:53:16,"2238","20.0","57","977.9"
27/12/2023 23:58:16,"2298","20.1","57","977.8"
28/12/2023 0:03:16,"2271","20.1","57","977.6"
28/12/2023 0:08:16,"2324","20.1","57","977.8"
28/12/2023 0:13:16,"2325","20.1","57","977.8"
28/12/2023 0:18:16,"2365","20.1","57","977.9"
28/12/2023 0:23:16,"2334","20.2","58","978.1"
28/12/2023 0:28:16,"2262","20.2","57","978.2"
28/12/2023 0:33:16,"2334","20.1","58","978.2"
28/12/2023 0:38:16,"2423","20.1","58","978.3"
28/12/2023 0:43:16,"2387","20.2","58","978.3"
28/12/2023 0:48:16,"2386","20.2","58","978.5"
28/12/2023 0:53:16,"2441","20.1","58","978.5"
28/12/2023 0:58:16,"2371","20.1","58","978.5"
28/12/2023 1:03:16,"2299","20.1","58","978.6"
28/12/2023 1:08:16,"2363","20.1","58","978.7"
28/12/2023 1:13:16,"2368","20.0","58","978.7"
28/12/2023 1:18:16,"2416","20.0","58","978.7"
28/12/2023 1:23:16,"2406","20.0","58","978.7"
28/12/2023 1:28:16,"2355","20.0","58","978.8"
28/12/2023 1:33:16,"2290","19.9","58","978.8"
28/12/2023 1:38:16,"2308","19.9","58","978.9"
28/12/2023 1:43:16,"2254","19.9","57","979.0"
28/12/2023 1:48:16,"2283","19.9","57","979.0"
28/12/2023 1:53:16,"2312","19.9","57","978.9"
28/12/2023 1:58:16,"2333","19.9","57","979.2"
28/12/2023 2:03:16,"2320","20.0","58","979.2"
28/12/2023 2:08:16,"2253","20.0","58","979.4"
28/12/2023 2:13:16,"2284","20.0","58","979.5"
28/12/2023 2:18:16,"2316","20.0","58","979.6"
28/12/2023 2:23:16,"2270","20.0","58","979.5"
28/12/2023 2:28:16,"2323","20.1","58","979.6"
28/12/2023 2:33:16,"2325","20.1","57","979.7"
28/12/2023 2:38:16,"2292","20.1","57","979.8"
28/12/2023 2:43:16,"2288","20.1","57","980.0"
28/12/2023 2:48:16,"2303","20.1","57","980.0"
28/12/2023 2:53:16,"2297","20.0","58","980.0"
28/12/2023 2:58:16,"2293","20.0","58","980.0"
28/12/2023 3:03:16,"2240","20.0","58","979.9"
28/12/2023 3:08:16,"2290","20.0","58","980.1"
28/12/2023 3:13:16,"2284","20.0","58","980.1"
28/12/2023 3:18:16,"2256","20.0","58","980.2"
28/12/2023 3:23:16,"2269","20.0","58","980.1"
28/12/2023 3:28:16,"2319","20.0","58","980.3"
28/12/2023 3:33:16,"2294","20.0","58","980.3"
28/12/2023 3:38:16,"2269","20.0","58","980.4"
28/12/2023 3:43:16,"2197","20.0","58","980.5"
28/12/2023 3:48:16,"2289","20.0","58","980.6"
28/12/2023 3:53:16,"2311","20.0","58","980.5"
28/12/2023 3:58:16,"2296","20.0","58","980.6"
28/12/2023 4:03:16,"2295","20.0","58","980.7"
28/12/2023 4:08:16,"2290","20.0","58","980.7"
28/12/2023 4:13:16,"2286","20.0","58","980.9"
28/12/2023 4:18:16,"2229","20.0","58","980.9"
28/12/2023 4:23:16,"2256","20.1","58","980.9"
28/12/2023 4:28:16,"2286","20.1","58","981.0"
28/12/2023 4:33:16,"2259","20.2","58","981.2"
28/12/2023 4:38:16,"2231","20.2","58","981.2"
28/12/2023 4:43:16,"2267","20.2","58","981.3"
28/12/2023 4:48:16,"2256","20.3","58","981.3"
28/12/2023 4:53:16,"2271","20.3","58","981.5"
28/12/2023 4:58:16,"2303","20.3","58","981.5"
28/12/2023 5:03:16,"2221","20.3","58","981.4"
